Enrollment ID,User ID,Course Name,User Level,Enrollment Date
295,648,AI for Everyone,Intermediate,2022-01-09
296,467,Data Science,Beginner,2023-09-27
297,766,Python Basics,Intermediate,2023-06-22
298,341,Data Science,Beginner,2020-10-28
299,870,Data Science,Beginner,2023-04-03
300,392,Deep Learning,Intermediate,2022-02-22
301,278,Python Basics,Advanced,2022-12-16
302,366,Python Basics,Intermediate,2021-06-13
303,241,Machine Learning,Intermediate,2020-03-13
304,333,AI for Everyone,Beginner,2021-10-17
305,520,Deep Learning,Advanced,2021-12-11
306,494,AI for Everyone,Beginner,2023-04-07
307,919,AI for Everyone,Beginner,2020-05-24
308,71,Machine Learning,Intermediate,2022-01-27
309,436,Python Basics,Advanced,2020-10-09
310,558,Machine Learning,Beginner,2021-11-17
311,230,AI for Everyone,Intermediate,2023-01-04
312,817,AI for Everyone,Beginner,2023-02-03
313,173,Data Science,Advanced,2023-07-11
314,931,Machine Learning,Advanced,2020-04-13
315,206,AI for Everyone,Beginner,2021-12-17
316,303,AI for Everyone,Intermediate,2022-10-01
317,507,Data Science,Beginner,2023-06-18
318,481,Python Basics,Beginner,2021-02-15
319,349,Data Science,Beginner,2023-01-14
320,32,Machine Learning,Advanced,2022-07-23
321,707,Deep Learning,Beginner,2021-10-07
322,1,Deep Learning,Beginner,2020-07-16
323,199,Data Science,Intermediate,2020-12-12
324,240,Machine Learning,Beginner,2022-12-19
325,485,Deep Learning,Beginner,2021-06-20
326,760,AI for Everyone,Beginner,2020-05-19
327,349,AI for Everyone,Advanced,2022-05-13
328,254,AI for Everyone,Advanced,2023-02-03
329,163,Python Basics,Advanced,2020-10-10
330,191,AI for Everyone,Beginner,2022-11-02
331,462,AI for Everyone,Beginner,2020-09-09
332,695,Machine Learning,Intermediate,2020-08-21
333,878,Machine Learning,Intermediate,2023-10-02
334,885,Machine Learning,Intermediate,2023-01-01
335,162,Data Science,Advanced,2022-05-21
336,854,Machine Learning,Beginner,2022-01-07
337,940,Machine Learning,Advanced,2023-10-15
338,453,Python Basics,Intermediate,2022-01-11
339,757,Machine Learning,Intermediate,2023-01-03
340,333,Machine Learning,Intermediate,2020-09-21
341,854,Python Basics,Intermediate,2021-02-02
342,330,Deep Learning,Beginner,2021-04-18
343,149,AI for Everyone,Intermediate,2023-03-17
344,205,Data Science,Advanced,2023-11-13
345,146,Data Science,Intermediate,2020-11-17
346,666,Machine Learning,Intermediate,2020-12-01
347,756,Python Basics,Beginner,2023-03-01
348,418,Python Basics,Advanced,2021-03-12
349,393,Deep Learning,Beginner,2020-07-09
350,344,Machine Learning,Beginner,2020-09-15
351,496,Machine Learning,Advanced,2023-08-25
352,502,AI for Everyone,Intermediate,2023-01-07
353,172,Data Science,Intermediate,2021-12-08
354,716,Machine Learning,Advanced,2022-05-16
355,455,Deep Learning,Intermediate,2021-02-07
356,300,Python Basics,Advanced,2021-04-26
357,5,Machine Learning,Beginner,2020-07-01
358,610,Deep Learning,Beginner,2021-10-09
359,893,Machine Learning,Advanced,2022-12-05
360,364,Machine Learning,Beginner,2021-05-19
361,715,Machine Learning,Advanced,2020-01-28
362,576,Machine Learning,Advanced,2023-04-10
363,357,AI for Everyone,Intermediate,2020-03-02
364,643,Machine Learning,Beginner,2022-08-13
365,833,Python Basics,Advanced,2023-02-17
366,863,AI for Everyone,Intermediate,2023-01-18
367,12,Machine Learning,Beginner,2022-12-20
368,606,Machine Learning,Beginner,2023-06-17
369,239,Data Science,Intermediate,2023-04-26
370,516,Machine Learning,Advanced,2021-11-24
371,426,Machine Learning,Advanced,2020-12-16
372,870,Deep Learning,Intermediate,2022-04-08
373,488,Python Basics,Intermediate,2020-04-02
374,96,Python Basics,Beginner,2022-10-18
375,365,AI for Everyone,Intermediate,2022-01-07
376,544,Data Science,Intermediate,2020-05-17
377,180,Data Science,Beginner,2020-08-24
378,517,Python Basics,Intermediate,2023-10-27
379,497,Deep Learning,Advanced,2021-06-07
380,795,Data Science,Advanced,2023-03-19
381,549,Machine Learning,Intermediate,2023-03-19
382,709,Machine Learning,Advanced,2022-04-16
383,888,AI for Everyone,Advanced,2023-07-07
384,613,Deep Learning,Beginner,2023-05-05
385,30,Data Science,Beginner,2021-12-09
386,525,Deep Learning,Intermediate,2022-07-06
387,522,Data Science,Advanced,2022-11-13
388,722,AI for Everyone,Intermediate,2023-07-27
389,782,Machine Learning,Intermediate,2022-02-21
390,230,Deep Learning,Advanced,2021-08-21
391,999,Data Science,Advanced,2021-09-12
392,872,Machine Learning,Beginner,2021-08-15
393,6,Deep Learning,Beginner,2022-05-25
394,284,Machine Learning,Beginner,2022-09-25
395,807,Python Basics,Intermediate,2020-03-03
396,155,Data Science,Beginner,2021-08-10
397,930,Deep Learning,Beginner,2020-05-01
398,532,Data Science,Beginner,2021-05-12
399,716,AI for Everyone,Advanced,2021-09-13
400,799,Machine Learning,Advanced,2023-01-19
401,432,AI for Everyone,Intermediate,2022-01-25
402,862,Machine Learning,Advanced,2023-01-12
403,320,Deep Learning,Beginner,2023-07-16
404,99,Python Basics,Beginner,2020-08-21
405,796,Deep Learning,Beginner,2022-10-09
406,355,Python Basics,Intermediate,2023-11-03
407,73,Deep Learning,Intermediate,2021-10-05
408,983,Machine Learning,Beginner,2021-05-06
409,285,Python Basics,Intermediate,2023-06-07
410,649,Python Basics,Advanced,2021-07-12
411,349,Deep Learning,Intermediate,2023-05-03
412,521,Python Basics,Advanced,2023-05-06
413,156,Deep Learning,Intermediate,2020-03-17
414,769,Python Basics,Intermediate,2020-08-07
415,247,Machine Learning,Intermediate,2020-06-24
416,571,Python Basics,Advanced,2022-07-23
417,848,Deep Learning,Intermediate,2020-07-21
418,917,Python Basics,Beginner,2020-09-03
419,723,Machine Learning,Intermediate,2022-08-17
420,315,Data Science,Beginner,2023-12-10
421,409,Data Science,Intermediate,2021-02-19
422,422,Python Basics,Beginner,2020-11-27
423,314,Python Basics,Intermediate,2020-01-21
424,739,AI for Everyone,Intermediate,2021-05-21
425,28,Data Science,Intermediate,2023-09-11
426,788,Python Basics,Advanced,2020-08-25
427,223,Data Science,Intermediate,2021-05-20
428,804,Machine Learning,Beginner,2022-01-17
429,975,Deep Learning,Beginner,2022-03-10
430,33,Data Science,Intermediate,2021-07-01
431,280,Data Science,Advanced,2022-10-19
432,201,AI for Everyone,Intermediate,2020-06-27
433,612,Data Science,Beginner,2022-04-15
434,32,AI for Everyone,Beginner,2023-04-22
435,735,AI for Everyone,Advanced,2021-03-07
436,981,Deep Learning,Beginner,2021-01-15
437,780,Python Basics,Advanced,2020-12-12
438,500,Data Science,Beginner,2023-09-25
439,984,Python Basics,Beginner,2020-10-11
440,483,Python Basics,Beginner,2020-08-08
441,205,AI for Everyone,Beginner,2022-09-23
442,282,Python Basics,Intermediate,2023-03-27
443,879,Machine Learning,Intermediate,2023-02-10
444,451,Python Basics,Advanced,2022-11-13
445,208,Machine Learning,Intermediate,2022-03-01
446,23,Python Basics,Advanced,2020-12-20
447,320,Data Science,Intermediate,2020-08-19
448,546,Python Basics,Advanced,2023-07-09
449,109,Machine Learning,Advanced,2020-04-10
450,948,Python Basics,Intermediate,2022-07-02
451,154,AI for Everyone,Advanced,2020-09-13
452,463,Python Basics,Intermediate,2023-02-05
453,981,Python Basics,Beginner,2020-09-16
454,219,Python Basics,Beginner,2021-09-19
455,481,AI for Everyone,Intermediate,2020-08-11
456,813,Machine Learning,Advanced,2020-01-07
457,671,Data Science,Intermediate,2022-07-27
458,915,AI for Everyone,Advanced,2023-07-27
459,636,Machine Learning,Advanced,2020-05-01
460,632,Machine Learning,Intermediate,2022-09-18
461,548,Python Basics,Advanced,2023-04-14
462,665,Machine Learning,Intermediate,2021-09-06
463,286,Machine Learning,Beginner,2023-01-13
464,153,AI for Everyone,Advanced,2022-08-13
465,924,AI for Everyone,Intermediate,2022-02-28
466,850,AI for Everyone,Advanced,2022-11-16
467,795,Data Science,Beginner,2022-02-21
468,48,Deep Learning,Beginner,2022-10-04
469,974,Machine Learning,Beginner,2021-09-06
470,328,Machine Learning,Beginner,2021-02-18
471,25,Python Basics,Advanced,2023-10-13
472,732,Python Basics,Beginner,2022-12-03
473,392,Deep Learning,Intermediate,2023-11-26
474,906,Python Basics,Advanced,2022-05-08
475,431,AI for Everyone,Intermediate,2020-06-27
476,691,Data Science,Beginner,2021-10-12
477,284,Deep Learning,Advanced,2020-09-20
478,595,Deep Learning,Advanced,2021-05-10
479,741,Python Basics,Advanced,2022-12-27
480,976,Machine Learning,Beginner,2023-09-16
481,97,Data Science,Advanced,2020-08-09
482,436,Machine Learning,Intermediate,2023-03-22
483,98,Data Science,Advanced,2020-05-21
484,933,Data Science,Advanced,2021-04-19
485,49,Data Science,Intermediate,2021-01-19
486,250,Deep Learning,Beginner,2021-07-01
487,261,Python Basics,Intermediate,2023-05-13
488,365,Data Science,Beginner,2023-10-15
489,585,Python Basics,Advanced,2022-03-19
490,531,AI for Everyone,Intermediate,2022-06-03
491,461,Deep Learning,Advanced,2021-06-27
492,846,Python Basics,Advanced,2021-01-10
493,963,Python Basics,Intermediate,2020-07-28
494,472,AI for Everyone,Advanced,2023-09-10
495,723,Python Basics,Beginner,2020-02-17
496,106,Data Science,Intermediate,2020-11-04
497,598,Machine Learning,Beginner,2022-07-24
498,92,Data Science,Intermediate,2023-12-03
499,298,Machine Learning,Advanced,2020-05-26
500,201,Data Science,Advanced,2022-03-25
501,774,AI for Everyone,Advanced,2020-05-11
502,446,Machine Learning,Advanced,2020-12-18
503,809,Data Science,Beginner,2020-04-16
504,359,AI for Everyone,Beginner,2022-03-28
505,572,Data Science,Beginner,2021-01-19
506,666,Deep Learning,Intermediate,2023-08-11
507,990,Machine Learning,Beginner,2023-05-21
508,378,Python Basics,Intermediate,2022-02-04
509,544,Python Basics,Beginner,2020-08-03
510,896,Deep Learning,Intermediate,2023-03-26
511,365,AI for Everyone,Beginner,2023-10-13
512,250,AI for Everyone,Advanced,2023-04-16
513,670,Machine Learning,Advanced,2021-04-11
514,322,Deep Learning,Beginner,2020-07-20
515,504,Deep Learning,Beginner,2022-11-17
516,313,Deep Learning,Beginner,2022-06-18
517,514,Python Basics,Advanced,2023-02-23
518,943,Deep Learning,Beginner,2020-10-03
519,863,Machine Learning,Advanced,2021-10-13
520,172,Machine Learning,Intermediate,2023-02-24
521,3,Deep Learning,Advanced,2021-06-21
522,827,Machine Learning,Advanced,2023-05-08
523,882,AI for Everyone,Advanced,2020-11-04
524,287,Machine Learning,Intermediate,2020-11-05
525,504,Deep Learning,Intermediate,2021-01-25
526,258,Machine Learning,Beginner,2021-01-26
527,4,Python Basics,Intermediate,2022-01-23
528,733,Machine Learning,Advanced,2021-12-01
529,430,AI for Everyone,Intermediate,2022-11-26
530,648,Data Science,Intermediate,2021-05-27
531,635,Machine Learning,Intermediate,2020-01-17
532,930,Deep Learning,Intermediate,2022-12-12
533,97,Deep Learning,Intermediate,2021-10-03
534,658,AI for Everyone,Intermediate,2020-08-06
535,556,Deep Learning,Beginner,2022-08-10
536,554,Machine Learning,Intermediate,2023-01-15
537,868,Data Science,Beginner,2022-04-18
538,576,AI for Everyone,Intermediate,2023-10-06
539,111,Deep Learning,Intermediate,2023-05-11
540,718,Data Science,Advanced,2023-02-03
541,169,Machine Learning,Intermediate,2021-01-22
542,838,Machine Learning,Intermediate,2022-12-25
543,472,Python Basics,Intermediate,2020-09-11
544,969,Python Basics,Intermediate,2023-12-22
545,132,Data Science,Beginner,2022-09-06
546,127,Data Science,Intermediate,2022-06-11
547,204,Python Basics,Advanced,2020-09-19
548,727,AI for Everyone,Beginner,2022-07-10
549,778,Data Science,Advanced,2021-09-24
550,91,Deep Learning,Intermediate,2022-12-15
551,499,AI for Everyone,Intermediate,2021-07-02
552,485,Data Science,Beginner,2023-11-06
553,861,Data Science,Intermediate,2022-03-20
554,536,Deep Learning,Intermediate,2023-11-10
555,459,Data Science,Intermediate,2020-05-02
556,164,AI for Everyone,Intermediate,2021-03-25
557,759,Python Basics,Beginner,2020-02-24
558,554,AI for Everyone,Beginner,2022-07-14
559,515,Python Basics,Advanced,2020-04-14
560,996,AI for Everyone,Advanced,2020-05-20
561,512,Python Basics,Advanced,2020-12-17
562,187,AI for Everyone,Advanced,2022-07-03
563,524,Data Science,Intermediate,2022-12-06
564,256,Python Basics,Intermediate,2021-01-16
565,110,Machine Learning,Intermediate,2021-09-21
566,305,Python Basics,Beginner,2020-02-11
567,20,Python Basics,Advanced,2021-03-26
568,86,Machine Learning,Intermediate,2023-03-16
569,959,Deep Learning,Advanced,2021-03-06
570,117,Deep Learning,Beginner,2020-02-07
571,254,Machine Learning,Beginner,2021-02-13
572,725,AI for Everyone,Beginner,2020-12-21
573,259,Deep Learning,Advanced,2022-04-21
574,302,AI for Everyone,Advanced,2023-04-06
575,556,AI for Everyone,Beginner,2021-07-28
576,362,Data Science,Intermediate,2023-11-28
577,282,Machine Learning,Beginner,2022-10-20
578,547,Deep Learning,Advanced,2020-09-03
579,493,Deep Learning,Advanced,2020-09-04
580,278,AI for Everyone,Intermediate,2022-01-18
581,332,Machine Learning,Intermediate,2021-12-09
582,51,AI for Everyone,Intermediate,2022-09-18
583,223,Data Science,Intermediate,2021-11-25
584,236,AI for Everyone,Beginner,2020-04-06
585,696,Deep Learning,Advanced,2021-11-26
586,903,Data Science,Beginner,2022-04-16
587,405,AI for Everyone,Advanced,2022-01-14
588,365,Data Science,Beginner,2020-03-09
589,6,Data Science,Beginner,2023-02-16
590,205,Python Basics,Beginner,2021-02-02
591,410,Deep Learning,Intermediate,2021-07-27
592,841,Deep Learning,Beginner,2020-01-01
593,195,Machine Learning,Intermediate,2023-07-03
594,756,Machine Learning,Beginner,2022-02-09
595,438,Deep Learning,Intermediate,2021-12-11
596,146,Deep Learning,Intermediate,2021-06-10
597,120,Machine Learning,Advanced,2020-05-20
598,848,Data Science,Beginner,2020-04-11
599,266,AI for Everyone,Beginner,2021-04-05
600,132,Data Science,Beginner,2020-12-15
601,430,Python Basics,Advanced,2023-10-07
602,180,Machine Learning,Advanced,2020-04-27
603,637,AI for Everyone,Intermediate,2022-05-18
604,581,AI for Everyone,Beginner,2020-04-07
605,721,Deep Learning,Intermediate,2023-10-06
606,436,Python Basics,Advanced,2021-07-13
607,428,Machine Learning,Advanced,2023-11-26
608,462,AI for Everyone,Intermediate,2022-06-09
