user_00046,SQL: A Practical Introduction for Querying Databases
user_00047,Comparative Health Systems
user_00047,Passwordless Login Solutions for Android
user_00048,Digital Skills: Artificial Intelligence
user_00048,Microsoft Future Ready: Principles of Machine Learning with Python Programming
user_00049,Meeting Investors' Goals
user_00049,ECG Assessment: an Introduction for Healthcare Providers
user_00050,Artificial Intelligence: An Overview
user_00050,SAS Visual Business Analytics Professional Certificate
user_00051,Teach like an Entrepreneur: Bringing Entrepreneurship into the Classroom
user_00051,Leadership Principles for Software Engineers
user_00052,Culture in the Digital Age
user_00052,"An Introduction to Sociolinguistics: Accents, Attitudes and Identity"
user_00052,Trauma Emergencies and Care
user_00052,UX Design Strategy and Application: Customer Profiling and Design Sprints
user_00053,Introduction to Public Speaking
user_00053,Guitar for Beginners
user_00053,Suporte em TI do Google Professional Certificate
user_00054,"Safeguarding in Collaborative Research and International Development: Contexts, Challenges, and Opportunities"
user_00055, Physics 102  - Magnetic Fields and Faraday's Law
user_00056,Linux System Administration with IBM Power Systems
user_00056,Foundational Sustainability Skills & Competencies
user_00056,ESG and Climate Change
user_00056,Maqasid Al-Shariah and Sustainable Development
user_00056,Front End Web Developer
user_00057,Finance for Non-Financial Professionals
user_00057,Software Development Lifecycle Specialization
user_00057,Analysis and Interpretation of Data
user_00057,Blue Tomorrow: Understanding the Blue Economy
user_00058,Effectively delivering the news to your audience
user_00059,Fostering Inclusive Citizen Engagement in Urban Development
user_00059,A Deeper Understanding of Autistic People
user_00060,Outbreaks and Epidemics
user_00060,"Introduction to Nursing: Bioscience, Psychology, and Sociology"
user_00060,How to Become a Machine Learning Engineer
user_00061,Manufacture and Design Ethics in the Fashion Industry
user_00061,Accounting for Business Decision Making: Measurement and Operational Decisions
user_00061,Gestión del canal de distribución y retailing    
user_00061,Salesforce Reporting
user_00062,Moral Foundations of Politics 
user_00062,Introduction to Electronics
user_00062,Understanding Depression and Low Mood in Young People
user_00063,Digital Signal Processing Specialization
user_00063,Introduction to Health Technology Assessment
user_00063,Applying Data Analytics in Accounting
user_00063,Introduction to Relational Databases (RDBMS)
user_00064,Singing Popular Music
user_00064,Data Visualization with Advanced Excel
user_00064,Behavioural Economics: Employee and Customer Behaviour
user_00065,Evidence and Data Collection for Problem Solving
user_00065,Filmmaking and Animation Online and in the Classroom
user_00065,Security Architect
user_00065,Telemedicine: Tools to Support Growth Disorders in a Post-COVID Era
user_00066,Understanding Mental Health in Muslim Communities
user_00066,旅する書物：日本とヨーロッパの歴史のなかで
user_00066,Introduction to Breastfeeding for Medical Students
user_00066,SAS Advanced Programmer Professional Certificate
user_00067,Become a Sensor Fusion Engineer
user_00068,Beyond the Ballot: Women’s Rights and Suffrage from 1866 to Today
user_00068,Neuroscience and Neuroimaging Specialization
user_00068,Learn Spanish 2: People and their interests
user_00068,Get ready for a Masters in Data Science and AI
user_00068,Oracle Cloud Infrastructure Foundations
user_00069,Advanced Data Science with IBM Specialization
user_00069,Applied Data Science for Data Analysts
user_00069,Exploring and Producing Data for Business Decision Making
user_00069,Digital Twins
user_00070,Career Skills for the 2020s: Navigating the Online World of Work
user_00070,Work Smarter with Microsoft Excel
user_00070,Big History: Connecting Knowledge
user_00070,"Creating Audio Description: Equality, Diversity, and Inclusion"
user_00071,Biochemistry: the Molecules of Life
user_00071,Introduction to Dental Medicine
user_00071,Transitioning From Friend To Leader
user_00071,Soporte de Tecnologías de la Información de Google Professional Certificate
user_00072,"GIS Data Formats, Design and Quality"
user_00072,"Country Level Economics: Policies, Institutions, and Macroeconomic Performance"
user_00072,Managing Employee Performance
user_00072,Annual Campaigns: Building a Case for Support
user_00073,Take Your English Communication Skills to the Next Level
user_00073,Invisible Worlds: Understanding the Natural Environment
user_00073,Inspirational Leadership: Leading with Sense Specialization
user_00073,"Work Smarter, Not Harder: Time Management for Personal & Professional Productivity"
user_00074,Digital Marketing Analytics and Measurement: Web Analytics Planning and Tactics
user_00074,Transforming Citizen Participation
user_00074,Create Innovative Teams with Design Thinking
user_00074,Guitar Scales and Chord Progressions
user_00074,Entrepreneurship 3: Growth Strategies
user_00075,Leadership Principles for Software Engineers
user_00076,Consumers and Ethical Considerations in the Fashion Industry
user_00076,Environmental Challenges: Justice in Natural Resource Management
user_00077,Introduction to Emergency Management
user_00077,"C++ Basic Structures: Vectors, Pointers, Strings, and Files"
user_00077,Health Information Literacy for Data Analytics Specialization
user_00078,Meta Database Engineer Professional Certificate
user_00078,"DevOps, Cloud, and Agile Foundations Specialization"
user_00078,Software Product Management Capstone
user_00078,Managing Emotions in Times of Uncertainty & Stress
user_00079,Advanced Grammar & Punctuation Project
user_00080,Careers in Sustainability
user_00080,Exploring Intersectionality and What Makes You Unique with Kiddy Smile
user_00080,IBM & Darden Digital Strategy Specialization
user_00080,Advanced Statistics for Data Science Specialization
user_00081,"Education for All: Disability, Diversity and Inclusion "
user_00081,Tackling Modern Slavery: An Introduction
user_00081,Advanced Cyber Security Training: OWASP Top 10 and Web Application Fundamentals
user_00081,Culminating Project in Health Informatics
user_00081,How to Improve Your Negotiation Skills
user_00082,Spring - Cloud Overview
user_00082,Learn Mandarin Chinese: Capstone Project
user_00082,Learn English Through TV Drama Series: Upper Intermediate English Language
user_00082,企业金融概论（中文版）
user_00082,Identifying Food Fraud
user_00083,Marketing: Customer Needs and Wants
user_00083,Flight mechanics - Propulsive balance and energy
user_00084,IBM DevOps and Software Engineering Professional Certificate
user_00085,"Migration, Mobilities and Citizenship"
user_00086,Visual Elements of User Interface Design
user_00087,Bayesian Statistics: Time Series Analysis
user_00087,Leading: Human Resource Management and Leadership Specialization
user_00087,Introduction to Microsoft Azure AI Fundamentals
user_00088,Hurricane Tracking with Satellite Data
user_00088,Fundamentals of Visualization with Tableau
user_00088,Strategy Implementation
user_00089,A Tour of Google Cloud Hands-on Labs
user_00089,Introduction to Korean Philosophy
user_00089,Decentralized Finance (DeFi) Primitives
user_00089,Pathways to Property: Starting Your Career in Real Estate
user_00089,Budgeting: Final Assessment
user_00090,IBS Management: The Low FODMAP Diet
user_00090,"Twitter, LinkedIn, and YouTube Marketing"
user_00090,Public Health and Nursing: Building a Culture of Health
user_00090,Diversity and Inclusion for HR Professionals
user_00090,Foundations of French for Global Communication
user_00091,Leading Change in Health Informatics
user_00091,IoT Devices
user_00091,Content Strategy for Professionals: Expanding Your Content’s Reach
user_00091,Introduction to Data Analytics for Business
user_00092,Crash Course on Python
user_00092,Building Alliances in Global Health: From Global Institutions to Local Communities
user_00092,Creating a Team Culture of Continuous Learning
user_00093,Search Engine Optimization (SEO) Specialization
user_00093,Learn English: Beginning Grammar Specialization
user_00093,Software Product Management Capstone
user_00093,Project Management: Beyond the Basics
user_00093,IBS Management: The Low FODMAP Diet
user_00094,"Modern Robotics, Course 6:  Capstone Project, Mobile Manipulation"
user_00094,"Capstone MOOC for ""Android App Development"""
user_00094,Enterprise Security
user_00094,"Negotiation, Mediation, and Conflict Resolution - Capstone Project"
user_00094,Causes of Human Disease: Understanding Cardiovascular Disease
user_00095,AI for Healthcare: Equipping the Workforce for Digital Transformation
user_00095,Developing and Testing Complex Healthcare Interventions
user_00095,Project Execution and Control
user_00095,Innovative Leadership: Developing Curiosity
user_00096,Bayesian Statistics: Capstone Project
user_00096,Habilidades Gerenciales  Specialization
user_00096,Learn Spanish: Basic Spanish Vocabulary Specialization
user_00096,Introduction to Digital Forensics: Malware Analysis and Investigations
user_00097,Neuroscience and Neuroimaging Specialization
user_00097,Deploying a Hadoop Cluster
user_00098,Fundamentals of Finance
user_00098,Contemporary Chinese II: 2.1
user_00098,Learn Spanish: Survival Spanish for Beginners
user_00098,Creating Behavioral Change
user_00099,Create High-Fidelity Designs and Prototypes in Figma
user_00099,Growth Product Manager
user_00100,How to Become a Business Executive
user_00100,Object-Oriented Data Structures in C++
user_00100,Learn English Through TV Drama Series: Adrift
user_00100,Global Health and Disability
user_00101,Web Design for Everybody Capstone
user_00101,Linux System Programming and Introduction to Buildroot
user_00101,Google Drive
user_00101,LinkedIn Marketing: LinkedIn Essentials and Content Creation
user_00101,Introduction to Concurrent Programming with GPUs
user_00102,Make Change Happen
user_00103,Soil Science: Exploring the World Beneath our Feet
user_00103,DFSS for the 6 σ Black Belt
user_00104,Business English: Marketing and Sales
user_00105,Sustainable Energy Access for Communities
user_00106,Intro to Information Security
user_00106,Climate Change and Resilience in Food Systems
user_00107,Pro Tools Basics
user_00107,Web Accessibility
user_00107,Data Analytics and Python Fundamentals
user_00107,Customer-Centric IT Strategy
user_00108,Intermediate French: Working in the French-Speaking World
user_00108,Gender-Inclusive Approaches in Technology
user_00109,"Modern Robotics:  Mechanics, Planning, and Control Specialization"
user_00109,Transitions in Care from Survivorship to Hospice
user_00109,Workforce Planning: Research and Implementation the Basics
user_00109,Competitive Strategy and Organization Design Specialization
user_00110,Train the Healthcare Trainer
user_00110,Software Development: Introducing Java
user_00111,Drone Safety for Managers (Latin America)
user_00111,Cyber Security Foundations: Reinforcing Identity and Access Management
user_00112,Content Strategy for Professionals Specialization
user_00112,Mathematics for Computer Science: Essential Skills
user_00113,Fashion Values: Economy
user_00113,Overcoming Dyslexia
user_00113,Coding for Beginners: An Easy Introduction
user_00113,Evaluating Designs with Users
user_00113,Sales Force Management
user_00114,Command Line Tools for Genomic Data Science
user_00114,Sino-Japanese Interactions  Through Rare Books
user_00114,Learning Linux for LFCA Certification Specialization
user_00114,FinTech Foundations and Overview
user_00114,Introductory Human Physiology
user_00115,Exploring and Producing Data for Business Decision Making
user_00115,Introduction to Risk Management
user_00116,Music Education for Teachers Specialization
user_00116,Law's Absence and Law's Failings
user_00116,Social Enterprise: Turning Ideas into Action
user_00117,Introduction to Data Analytics for Business
user_00117,Introduction to Healthcare
user_00118,Excel Skills for Data Analytics and Visualization Specialization
user_00118,Build a Physical Computing Prototype
user_00118,"Greedy Algorithms, Minimum Spanning Trees, and Dynamic Programming"
user_00119,Inventory Management
user_00119,Diseño y Gestión de Proyectos de Desarrollo Specialization
user_00120,Managing Cybersecurity Incidents and Disasters
user_00120,Mobile and Web Testing with Selenium WebDriver and Java
user_00120,Cloud Computing Law: Data Protection and Cybersecurity
user_00120,Wine Tasting: Sensory Techniques for Wine Analysis
user_00120,Core Managers; Inclusive leadership in health and care
user_00121,Introduction to Financial Accounting: The Accounting Cycle Specialization
user_00121,Food Safety and Personal Hygiene in a Professional Kitchen
user_00121,Algebra: Elementary to Advanced - Functions & Applications
user_00121,"Uncommon Sense Teaching: Part 2, Building Community and Habits of Learning"
user_00121,Privacy Engineer
user_00122,Marketing on TikTok
user_00123,Advanced Agile with Scrum and Kanban
user_00123,What is International Human Rights Law?
user_00123,Successful Presentation
user_00123,Financial Management Specialization
user_00123,Introduction to Careers in Fashion Design
user_00124,Designing Infrastructure Solutions with Microsoft Azure Architecture
user_00124,Data Warehousing for Business Intelligence Specialization
user_00125,Excellence in Online Teaching
user_00125,Human Rights and International Criminal Law: An Introduction
user_00125,Delivery Problem
user_00126,Asynchronous JavaScript Requests
user_00127,Blended Learning Essentials: Developing Digital Skills
user_00128,Probabilistic Graphical Models 2: Inference
user_00128,Coaching in Education: Addressing the Need for Deep Communication
user_00128,Copywriting Fundamentals
user_00129,Business Data Management and Communication Specialization
user_00129,Digital Thread: Implementation
user_00129,Herramientas de gestión de proyectos de desarrollo
user_00129,Unordered Data Structures
user_00129,Network Security & Database Vulnerabilities 
user_00130,How to Get A Graduate Job
user_00130,Blended Learning Essentials: Getting Started
user_00130,Administración de Proyectos: Principios Básicos Specialization
user_00130,Securing and Integrating Components of your Application
user_00131,Command Line Tools for Genomic Data Science
user_00131,Financial Reporting Specialization
user_00131,Transitioning From Friend To Leader
user_00132,An Introduction to Artificial Intelligence in the Tourism Industry
user_00132,Microsoft Azure Data Engineering Associate (DP-203) Professional Certificate
user_00132,Programming in C++: A Hands-on Introduction Specialization
user_00132,The Web of Sustainable Fashion: Relationships in the Fashion Industry
user_00132,Introduction to Health Technology Assessment
user_00133,Introduction to Data Engineering with Microsoft Azure 1
user_00133,Instructional Methods in Health Professions Education
user_00133,DevOps on AWS Specialization
user_00133,How to Plan a Hackathon: Hacking the Challenges of Digital Education
user_00134,Programming in C++: A Hands-on Introduction Specialization
user_00134,How to Read French Poetry
user_00135,Introduction to Operating Systems
user_00136,Project Management & Other Tools for Career Development Specialization
user_00136,International Marketing: Definition and Strategy
user_00136,"Sustainability: An Introduction to ESG (Environmental, Social and Governance)"
user_00137,Estrategia de precios
user_00137,Exploring and Producing Data for Business Decision Making
user_00137,The GRC Approach to Managing Cybersecurity
user_00138,Strengthen Your LinkedIn Network & Brand
user_00138,An Introduction to Radiation Oncology: From Diagnosis to Survivorship
user_00138,Foundations in Dementia
user_00138,Survey Data Collection and Analytics  Specialization
user_00139,Managing Machine Learning Projects
user_00139,Análise de marketing da Meta Professional Certificate
user_00139,Learn Swift Programming Syntax
user_00139,Getting Started with Google Workspace
user_00140,Machine Learning Specialization
user_00141,"Cameras, Exposure, and Photography"
user_00142,Creating Behavioral Change
user_00142,Equine Welfare and Management
user_00142,Taking Control of Your Hip and Knee Osteoarthritis
user_00142,Cryptography and Digital Certificates
user_00142,Adapt your leadership style
user_00143,Financial Markets
user_00143,Team Building in Healthcare: How to Manage and Mentor a High Performing Team
user_00143,Graphic Design
user_00144,Introduction to Automated Testing Solutions using Python and Selenium WebDriver
user_00145,Wearable Technologies and Sports Analytics
user_00145,Biases and Portfolio Selection
user_00145,Reinforcement Learning in Finance
user_00145,JavaScript Promises
user_00145,An Introduction to American Law
user_00146,Clinical Trials Management and Advanced Operations
user_00146,Introduction to Effective Network Analysis
user_00146,Portfolio Selection and Risk Management
user_00146,Planning a Patient Safety or Quality Improvement Project (Patient Safety III)
user_00146,Localization Essentials
user_00147,"Fashion Management: Defining Markets, Business Models & Trends"
user_00148,A Crash Course in Data Science
user_00149,Intro to Machine Learning with TensorFlow
user_00149,Getting Ahead in Health Services: Healthcare Management and Leadership Principles
user_00149,Renewable Energy Technology Fundamentals
user_00150,A History of Public Health in Post-War Britain
user_00150,"Inside the UK Supreme Court: Its Role, Its Work, and Cases that Affect Us All"
user_00150,Teaching Migration Through Data and Storytelling
user_00150,Salesforce Fundamentals Specialization
user_00150,Web Application Technologies and Django
user_00151,Developing Your Musicianship Specialization
user_00151,运营管理概论（中文版）
user_00151,Digital Channel Planning and E-Commerce Strategy
user_00152,"TESOL Certificate, Part 1: Teach English Now! Specialization"
user_00152,Infant Nutrition: from Breastfeeding to Baby's First Solids
user_00153,User Experience Research and Design Specialization
user_00153,Intro to Artificial Intelligence
user_00153,Learning Linux for LFCA Certification Specialization
user_00153,"Capstone MOOC for ""Android App Development"""
user_00154,Python Classes and Inheritance
user_00154," Build, Train, and Deploy ML Pipelines using BERT"
user_00154,Energy Systems Integration: An Introduction
user_00154,Applied Data Science Capstone
user_00154,Customer Segmentation and Prospecting
user_00155,Global Trends for Business and Society
user_00155,How to Address Global Challenges Through Multidisciplinary Research
user_00156,Building and Managing Superior Skills
user_00156,"Business Intelligence Concepts, Tools, and Applications"
user_00156,Implementing a Patient Safety or Quality Improvement Project (Patient Safety V)
user_00156,Everyday Excel Specialization
user_00157,Sales Force Management
user_00157,Innovation in EdTech: Hacking the Challenges of Digital Education
user_00158,Internet of Things for Active Ageing
user_00158,Critical Thinking Skills for the Professional
user_00158,Science Communication and Public Engagement
user_00158,Creating a Team Culture of Continuous Learning
user_00158,Introduction to Statistics & Data Analysis in Public Health
user_00159,Music Moves: Why Does Music Make You Move?
user_00159,Infant Nutrition: from Breastfeeding to Baby's First Solids
user_00159,Psychosocial and Spiritual Aspects of Palliative Care
user_00160,Process Data from Dirty to Clean
user_00161,SAP Professional Fundamentals
user_00161,Interpreting Genomic Variation: Inherited Cancer Susceptibility
user_00161,Guidance to Keep Newborn Babies Safe and Healthy
user_00162,The Design Thinking Toolbox
user_00162,Introduction to Machine Learning
user_00162,"Writing, Running, and Fixing Code in C"
user_00163,Project Management: The Basics for Success
user_00164,Integral Calculus and Numerical Analysis for Data Science
user_00164,Teach English Now! Foundational Principles
user_00164,Animal Feed Production: Feed Safety
user_00164,IELTS Writing Section Skills Mastery
user_00165,Cloud Native Application Architecture
user_00165,A Nutritional Approach to Agriculture and Food Security
user_00166,Business Process Management in Healthcare Organizations
user_00166,Linux and Private Cloud Administration on IBM Power Systems Specialization
user_00166,Digital Marketing for Hoteliers
user_00166,Value-Based Care: Reimbursement Models
user_00167,An Introduction to Electronic Engineering
user_00167,Protección de la infancia durante la COVID-19 y otros brotes de enfermedades infecciosas
user_00167,Trading Basics
user_00168,Transformando la Movilidad Urbana: Componentes de la Planeación del Transporte para Ciudades Sostenibles
user_00168,How to Manage a Remote Team
user_00168,Enterprise and Infrastructure Security
user_00168,Introduction to Data Science in Python
user_00169,Administración de Proyectos: Principios Básicos Specialization
user_00169,Building Your Career in Music: Developing A Brand and Funding Your Music
user_00169,Version Control Essentials: Git and GitHub
user_00170,Introduction to AI Applications in Pulmonary Medicine
user_00170,"CRM Fundamentals and Practice: Salesforce Reports, Objects, and Data Management"
user_00170,Linear Regression in R for Public Health 
user_00170,ChatGPT for Beginners: Using AI For Market Research
user_00171,Branding and Customer Experience
user_00171,Meta iOS Developer Professional Certificate
user_00171,Input and Interaction
user_00172,Nutrition Science: Lifestyle Medicine
user_00173,Improving Communication Skills
user_00174,Think Again II: How to Reason Deductively
user_00174,Text Retrieval and Search Engines
user_00174,Newborn Capstone
user_00174,Science of Exercise
user_00175,Discovering Science: Global Challenges
user_00175,Networking in Google Cloud: Hybrid Connectivity and Network Management
user_00175,Fashion as Design
user_00175,Google IT Automation with Python Professional Certificate
user_00176,Africa to the World: Analysing the Global Appeal for African Luxury Fashion
user_00176,Photography Basics and Beyond: From Smartphone to DSLR Specialization
user_00176,Seeing: How the Brain Creates the Visual World
user_00176,Cloud Spanner - Defining Schemas and Understanding Query Plans
user_00176,Bugs 101: Insect-Human Interactions
user_00177,Excel for Beginners: Pivot Tables
user_00177,Learn Jazz Piano: Final Topics and Two Concerts
user_00177,Ecology and Wildlife Conservation
user_00177,Building a Sustainable Future with Technology
user_00178,How to Succeed as a Newly Qualified Teacher
user_00179,Google データアナリティクス Professional Certificate
user_00179,Études Globales : Cultures et organisations dans les relations internationales
user_00179,Film Distribution: Connecting Films with Audiences
user_00180,运营管理概论（中文版）
user_00180,Intro to Theoretical Computer Science
user_00181,Search Marketing: Mapping the User Journey
user_00181,Oracle SQL Proficiency
user_00181,Content Strategy for Professionals: Capstone Project
user_00182,Share Data Through the Art of Visualization
user_00182,Guitar Chord Voicings: Playing Up The Neck
user_00182,ES6 - JavaScript Improved
user_00183,Introduction to Cognitive Psychology: An Experimental Science
user_00183,The Strategist's Challenge
user_00183,Data Mining Project
user_00183,"Music Psychology: Why Does ""Bohemian Rhapsody"" Feel so Good?"
user_00183,Razonamiento artificial
user_00184,Leading the Modern Day Business Specialization
user_00184,English for STEM: Understanding Science Vocabulary
user_00184,Quality Improvement in Healthcare Organizations
user_00184,Hurricane Tracking with Satellite Data
user_00185,Challenges in Antibiotic Resistance: Point Prevalence Surveys
user_00185,NFTs: A Practical Guide
user_00186,Introduction to Social Care: Understanding Informal Care
user_00186,FPGA Design for Embedded Systems Specialization
user_00186,"Inclusive Learning for Students: Building inclusive practice into your life during higher education, and beyond"
user_00186,Introduction to Data Analytics for Investment
user_00186,Fundamentals of Macroscopic and Microscopic Thermodynamics
user_00187,Django for Everybody Specialization
user_00187,Microsoft 365 Fundamentals Specialization
user_00187,Many Faces: Understanding the Complexities of Chinese Culture
user_00187,Combining and Analyzing Complex Data
user_00187,Genome Sequencing (Bioinformatics II)
user_00188,Probability & Statistics for Machine Learning & Data Science
user_00188,Cyber-Physical Systems Security
user_00189,Interactivity with JavaScript
user_00189,"Application of AI, InsurTech, and Real Estate Technology"
user_00189,Introductory C Programming Specialization
user_00190,Powerful Women and the Principles of Feminist Transformational Leadership
user_00190,Human Resource Management: HR for People Managers Specialization
user_00190,Governing a Registered Charity in Australia
user_00191,Becoming a Student Assistant: Teaching and Mentoring
user_00192,"Teach English Now! Second Language Listening, Speaking, and Pronunciation"
user_00192,The Pronunciation of American English Project
user_00193,Health Technology Assessment: Definition and Method
user_00194,"Fibre, Fermentation & the Gut with BBC Good Food"
user_00194,Artificial Intelligence for Trading
user_00194,Digital Fashion Innovation Specialization
user_00195,Fintech: Foundations & Applications of Financial Technology Specialization
user_00195,Google Docs en Español
user_00195,Preparing for Google Cloud Certification: Cloud Architect Professional Certificate
user_00195,Deep Learning Specialization
user_00196,Design and Conduct of Clinical Trials
user_00196,Shakespeare: Context and Stagecraft
user_00196,The Economics of Health Care Delivery
user_00197,Oracle Cloud Infrastructure Foundations
user_00197,Introduction to Microsoft Power Platform for Business
user_00197,Environmental Challenges: Hierarchy in Property Rights
user_00198,Cultural Leadership: Harnessing Culture to Become an Effective Leader
user_00198,"Python for Data Science, AI & Development"
user_00198,Digital Transformation
user_00198,Business Sustainability in the Circular Economy
user_00199,Medical Equipment Donations to Low Resource Settings
user_00199,Managerial Economics and Business Analysis  Specialization
user_00200,Innovating with the Business Model Canvas
user_00200,Introduction to Cybersecurity
user_00200,Start Your Career as a Healthcare Professional: Online Work Related Learning
user_00200,Climate Change and Public Policy
user_00201,Introduction to Biology: Evolution
user_00201,Korea in a Global Context
user_00201,Digital Competition in Financial Services
user_00202,Leading the Modern Day Business Specialization
user_00203,How to Address Global Challenges Through Multidisciplinary Research
user_00204,Anatomy: Musculoskeletal and Integumentary Systems
user_00205,Photographing the Holocaust
user_00205,Fraud Investigation: Making a Difference
user_00205,Programming in C++: A Hands-on Introduction Specialization
user_00205,Fundamentals of Machine Learning in Finance
user_00206,Mastering Classroom Management in English Language Teaching
user_00207,Creating Strategies for Influencer Marketing
user_00207,Project Valuation and the Capital Budgeting Process
user_00207,Software Architecture & Design
user_00207,Python for Everybody Specialization
user_00208,Workforce Planning: Research and Implementation the Basics
user_00208,Collaboration and Teamwork for Sustainable Innovation
user_00208,Leading Teams
user_00208,Transgender Medicine for General Medical Providers
user_00208,Prepare to Run a Code Club
user_00209,Science Literacy 
user_00209,Statistical Inference for Estimation in Data Science
user_00209,The Construction Industry: The Way Forward
